,0
0,1180696.878560181
1,1178260.8166299646
2,1177743.917879317
3,1178977.2184428435
4,1176606.2902210534
5,1174638.8391520153
6,1177320.4900820092
7,1179276.964416216
8,1174239.8444477054
9,1175317.6003646392
10,1181222.0858474178
11,1177768.516778831
12,1181932.3097787998
13,1184999.2083663342
14,1186186.8223020684
15,1187896.1933347182
16,1181004.3383615115
17,1187617.8598114648
18,1178753.1989206853
19,1179435.865523237
20,1176051.081211942
21,1177413.5607297297
22,1170291.4895880201
23,1170480.5069786822
24,1172970.2611235902
25,1175649.1735300024
26,1184911.4701452237
27,1185514.4804215303
28,1191704.1654663358
29,1190910.773539785
