,0
0,95.07390025292989
1,155.3537055106135
2,-221.23659723752644
3,995.1286813080078
4,368.4735994976945
5,-5.8051938966382295
6,596.6914900818374
7,-743.7100600057747
8,367.59517558815423
9,57.65339601482265
10,191.09236193879042
11,53.978393277851865
12,683.8831347824307
13,-2.752985277445987
14,-526.3932042246452
15,-1052.7094086350407
16,1411.7780183993746
17,-252.4867381483782
18,-400.04617682506796
19,-571.697593896417
20,-899.2702893188689
21,-219.22871373279486
22,176.7800893187523
23,1030.3712797571206
24,-983.1727099182317
25,1950.3656059508212
26,-2974.1104200268164
27,-1800.801200278569
28,3364.562236967846
