,0
0,108.14309999998659
1,23.858086752938107
2,-687.2814582521096
3,-193.66739791992586
4,-876.8198732080637
5,-506.7397119231755
6,-418.9127042957116
7,-1443.4318900218932
8,322.85758913413156
9,655.4398618055275
10,-3897.9014851682587
11,1803.9925122231944
12,-1931.1658194174524
13,-218.13017869426403
14,784.7352006467991
15,2016.428506641998
16,2426.303304548026
17,-4443.771671249648
18,213.19232088746503
19,-1927.1244954129215
20,1716.7192999146646
21,23.171307368553244
22,1510.4174951312598
23,3427.635343134287
24,6.396896423189901
25,-3912.6666950832587
26,1116.311434364412
27,563.0895858011208
28,-1155.0118696184363
29,-6012.3405235535465
30,-788.7543428789359
31,-1008.224170741858
32,-3043.3372879528906
33,-1970.2900959451217
34,3330.8237546477467
35,-2084.393133013742
36,-2105.9751120030414
37,-661.9762998172082
38,-7487.767777249217
39,572.6293682695832
40,5078.669995926553
41,-4077.49120434816
42,1083.6704502565553
43,-4683.728478087229
44,9283.248428345425
45,1579.2503875775728
46,6321.867404885823
47,2476.529824022553
48,-1022.5560194569407
49,2100.027662656619
50,9059.885317195323
51,6320.125158626586
52,-3776.944805589621
53,15193.358752717031
54,-9639.95329576009
55,1223.6416513196891
56,6973.5933893607
57,-8858.783311155858
58,-12427.855577102164
59,6429.948145767208
60,6668.676844244124
61,11529.192137688631
62,-1030.3496011588722
63,-11431.597768248757
64,-3724.595093444921
65,1552.1629439322278
66,11998.643225862645
67,9433.143889418337
68,-3870.909289544914
69,2548.1448134442326
70,-1849.3553708880208
71,-5067.544516706606
72,-9720.273425826803
73,4733.083477573236
74,-927.1879408124369
75,9622.744061915204
76,5780.767901047366
77,-7135.334072346333
78,-2360.7193546779454
79,9381.752855459927
80,3785.949689624831
81,2810.910403448972
82,17812.859280296252
83,-3084.2803244558163
84,7744.9610232440755
85,-7031.929801775375
86,13741.991564339725
87,-8534.24305115547
88,2625.1233580883127
89,-12617.320359805715
90,3911.0421092339093
91,-2918.107305346406
92,13360.674648480606
93,6646.970657106023
94,3123.62778991065
95,-2985.758910325123
96,3480.0765727225225
97,4812.137227651896
98,-3706.9336698085535
99,8645.969285274157
100,10328.952443938237
101,9665.378088043071
102,2299.531494790688
103,-14340.116453540977
104,5541.10968082305
105,-5394.003067735583
106,-1642.1706458744593
107,4434.917985679815
108,1606.4421086471993
109,6591.673056093743
110,-2721.827688552439
111,-14106.553586503956
112,-4150.295405214652
113,-1235.5101465845946
114,-2368.5054404088296
