,0
0,1188036.6548355874
1,1199415.5133986766
2,1213576.2105392944
3,1217224.770725017
4,1209247.7381237277
5,1212841.693250364
6,1218172.4887678563
7,1214875.6184753128
8,1222296.8548347666
9,1224282.7943940796
10,1220052.1840176026
11,1217599.1506274682
12,1218644.8953139386
13,1220244.5915236617
14,1219013.5473941364
15,1218980.689738014
16,1217721.4330904332
17,1216283.2381300603
18,1212592.3890952081
19,1208189.8494825365
20,1208840.7585473207
21,1208398.633535761
22,1214993.6686652163
23,1219467.9478152941
24,1223804.3779886663
25,1223267.3879812434
26,1226480.5483706195
27,1223703.8301422936
28,1223450.8789942472
29,1229307.290988399
