,0
0,1087015.17757958
1,1088202.0163628256
2,1092159.3899829078
3,1087581.5081438604
4,1088515.8011587579
5,1083050.1512546008
6,1089035.0125963443
7,1089463.0362033967
8,1094952.981215783
9,1086919.4555580905
10,1087947.0012141878
11,1090437.6617541267
12,1086787.4093480082
13,1098295.3428241299
14,1099939.6783547036
15,1086193.5013954628
16,1081808.404917148
17,1082822.3731899783
18,1083290.8078513858
19,1080419.8688727356
20,1076847.7692061288
21,1078413.19528016
22,1081562.9849737117
23,1091969.3509930815
24,1093993.2245686615
25,1095652.1774484476
26,1072733.671967703
27,1087128.0150630795
28,1071640.4307023128
29,1076160.769341733
