,0
0,3089.388220200897
1,6636.525470408378
2,4234.279447998968
3,-1634.632608122076
4,-51.181048797792755
5,5579.1297193497885
6,-5701.6263052573195
7,-563.5597477802075
8,1345.5026446302654
9,-877.6879206500016
10,817.0303012415534
11,8413.925384679926
12,3583.017313887831
13,2655.3663311228156
14,6302.29876077408
15,-2049.9662955147214
16,-4930.640393929905
17,1366.8098916838644
18,80.21858358127065
19,8469.728415450081
20,-1394.2562792846002
21,-4809.462300925865
22,7549.233633458614
23,6083.027534669731
24,2189.0117730950005
25,-80.22471750492696
26,-1084.5991363074863
27,-5211.2731688614
28,-219.53325933695305
