,0
0,1015457.6574670196
1,1020333.0757077701
2,1016922.6494213383
3,1015531.071909216
4,1012384.1515581466
5,1016949.1041664919
6,1012953.4002674775
7,1010142.5044208698
8,1007429.5855412905
9,1011974.9819458538
10,1011637.6524935277
11,1018508.1948151877
12,1023603.4023609008
13,1024014.7873555634
14,1025406.6379666054
15,1027581.185757345
16,1027471.2735660158
17,1032359.6072281357
18,1033999.0381846091
19,1037726.4291610187
20,1035828.7106235516
21,1036936.8718171995
22,1031651.5798883893
23,1021622.4027591859
24,1014724.9630073039
25,1012063.0681256334
26,1013378.3029508562
27,1013356.2072432139
28,1009002.360441768
29,1014628.2417076012
