,0
0,1077239.7873791575
1,1079068.4905192594
2,1086778.9958315496
3,1088612.8129614294
4,1109242.8192095316
5,1114674.4465973456
6,1104630.4107457965
7,1094371.068213739
8,1097698.2602433925
9,1102471.4066730167
10,1093999.8439842176
11,1097521.342804134
12,1092939.4105712387
13,1072344.027748851
14,1076672.9614153022
15,1069816.8372492192
16,1070527.4530595455
17,1077651.6121582664
18,1062365.1024072436
19,1063851.8485901067
20,1059372.7906645765
21,1059050.8522440868
22,1058486.8373820668
23,1069557.2901759872
24,1072637.750592131
25,1069222.972318929
26,1069051.1430648214
27,1072710.129195891
28,1075551.895260819
29,1067069.3321028927
