,0
0,1175.5264934578445
1,-1757.6911823013797
2,2893.5929345355835
3,-3193.116951219272
4,-3364.030494382372
5,3198.385274533881
6,-138.71621011500247
7,-4405.940682559274
8,1102.0835352558643
9,6638.141057075933
10,-3178.3410992498975
11,368.2535257197451
12,2925.9646221622825
13,695.3637934832368
14,5568.914827725384
15,-5468.611576493131
16,1735.1977620017715
17,-6826.2174437439535
18,1591.4697772290092
19,69.17421037331223
20,-1138.8342091026716
21,-7743.193566085538
22,2675.3927612090483
23,4319.421604818199
24,6224.5629102759995
25,12011.47810035455
26,2245.2364698078018
27,7183.743864287157
28,-3567.6508656940423
