,0
0,1042227.5698666358
1,1045681.1236027724
2,1045859.6735903318
3,1043533.0328147177
4,1046258.0138402306
5,1046668.8039177989
6,1047053.5350382887
7,1049609.925765651
8,1049565.1000582105
9,1047952.3035792944
10,1050602.038304226
11,1051872.77007532
12,1054978.7167268724
13,1057197.0131480345
14,1056899.0539264865
15,1061586.9949184912
16,1060864.6851527102
17,1060490.6287814805
18,1065245.8915553743
19,1066379.5933208028
20,1066818.9601632352
21,1063536.816692412
22,1061970.3830194294
23,1060079.6475524763
24,1065659.2319154409
25,1057844.3524856414
26,1059288.4341402324
27,1058276.7579149157
28,1058405.8436468549
29,1056827.299934357
