,0
0,396.2456865066197
1,723.0656155336183
2,5453.141208293149
3,9918.848404200748
4,7294.560366164893
5,-6703.8704265849665
6,-11243.69954450638
7,6091.985079831211
8,-1703.5719961035065
9,-16809.256111607654
10,7132.854048808571
11,-2130.419263866963
12,-7947.245418924373
13,5558.646843689727
14,-13716.397680022521
15,473.9454340529628
16,7146.070569260512
17,-26586.560367449652
18,-11491.240129514947
19,-677.9099068065407
20,-9373.371293285047
21,1117.2635851800442
22,10534.265162677155
23,-1839.2192611189093
24,2764.122496194439
25,-3373.578532512998
26,-1611.2685928826686
27,-2311.7067715844605
28,-2139.09168666217
