,0
0,-2352.8147960568313
1,4901.329172870144
2,-7852.877492229687
3,12274.411813573446
4,5976.20761824795
5,-1678.9520896477625
6,7149.151316921692
7,-241.90728878835216
8,-873.7336710512172
9,1367.364382212283
10,3950.5727706532925
11,2374.7449931073934
12,4044.1147538425867
13,4626.783909116639
14,6122.913384666666
15,-2691.445190802682
16,1363.2871925865766
17,1860.0217853169888
18,-1730.1814665375277
19,218.46745301992632
20,-51.58407272375189
21,6470.261894472409
22,-1657.555153454421
23,6376.341979796998
24,-7199.8269155200105
25,5186.487885642331
26,-4317.251136381412
27,-5205.460183954332
28,-1816.8769719176926
