,0
0,1034139.5481048006
1,1028668.1275296076
2,1031498.3187060496
3,1019426.8279435822
4,1008507.273651487
5,1006841.0744162352
6,1004271.1820513441
7,1006445.9496818575
8,1004322.7175269647
9,999062.6999208055
10,999090.7826655642
11,1002140.4976989421
12,1003035.9817843176
13,1008424.8526428998
14,1005256.9640142054
15,1013201.1019681955
16,1018598.0183503125
17,1026343.4163935583
18,1022844.2575821682
19,1024112.0992394041
20,1029678.8550010424
21,1034608.754997018
22,1034741.6792531149
23,1034587.4344161811
24,1036183.131816146
25,1034449.8939134828
26,1032911.5578813928
27,1034387.5706727342
28,1039553.0253120149
29,1042227.5698666358
