,0
0,1064317.1864675682
1,1068858.1805865078
2,1073759.509759378
3,1065906.6322671482
4,1078181.0440807217
5,1084157.2516989696
6,1082478.2996093219
7,1089627.4509262436
8,1089385.5436374552
9,1088511.809966404
10,1089879.1743486163
11,1093829.7471192696
12,1096204.492112377
13,1100248.6068662195
14,1104875.3907753362
15,1110998.3041600029
16,1108306.8589692002
17,1109670.1461617867
18,1111530.1679471037
19,1109799.9864805662
20,1110018.4539335861
21,1109966.8698608624
22,1116437.1317553348
23,1114779.5766018804
24,1121155.9185816774
25,1113956.0916661574
26,1119142.5795517997
27,1114825.3284154183
28,1109619.868231464
29,1107802.9912595463
