,0
0,1137.4687889631605
1,7704.690675109159
2,-18253.195444708457
3,-5675.140907101682
4,11500.838307790691
5,13225.887182748644
6,9610.434637650731
7,10186.457587581594
8,-4267.544130742783
9,-310.9808039441705
10,-3840.5047910809517
11,11506.929307099665
12,5504.258758243639
13,1914.1294992002659
14,3065.325815938879
15,3374.1992441320326
16,-3432.219852799084
17,4189.81763412524
18,-4936.967454144033
19,-1237.1132125628646
20,3111.973226376809
21,1134.6086115359794
22,-4849.046672346769
23,5180.957011320628
24,7232.925196641823
25,-2730.4482045038603
26,3260.9590051583946
27,618.697350951843
28,-2824.0256565061864
