,0
0,1014628.2417076012
1,1015247.7908686908
2,1026367.6056573348
3,996132.9649142505
4,985312.7983201201
5,1002437.8375915394
6,1013467.4215073612
7,1021259.5140643732
8,1029860.9653858239
9,1023474.9214460193
10,1030180.8756424554
11,1032042.6064693803
12,1043298.0858201559
13,1044935.5899840839
14,1049417.214461838
15,1044328.7050135644
16,1048425.4232833831
17,1051363.2138149545
18,1053520.105388127
19,1048180.7784453705
20,1058145.5070122355
21,1061620.3519992637
22,1064778.967807902
23,1066201.3682658686
24,1062461.0413437304
25,1073627.8124233396
26,1075367.5707144218
27,1082643.1509801832
28,1090313.8576220446
29,1087015.17757958
