,0
0,1116994.1405992054
1,1126189.064051445
2,1131919.101170302
3,1131410.37197712
4,1131883.5092927672
5,1132888.007642278
6,1134642.963272621
7,1136189.5428316959
8,1132936.4173617929
9,1133541.7769772322
10,1136343.8790872982
11,1130749.412173619
12,1133920.098382812
13,1132682.4583203301
14,1132037.0816248127
15,1134659.2796882445
16,1139596.9330772606
17,1142078.4929330994
18,1129342.2824280339
19,1129500.410114812
20,1136769.0153708635
21,1140274.595136026
22,1138823.4899182883
23,1141113.2206776007
24,1143794.599838921
25,1143393.1606667945
26,1140910.6613078595
27,1141193.4937647334
28,1149631.0264010075
29,1158078.8087820676
