,0
0,1014172.4414533827
1,1018826.6762071954
2,1016079.9711132302
3,1013147.1149778949
4,1006361.4447431781
5,1012734.9007215115
6,1010387.3273708357
7,1004915.301438868
8,1000095.6996473408
9,1005266.0318227342
10,1004348.0425805836
11,1008903.8985297697
12,1013936.0007192543
13,1016519.3283735514
14,1016549.3569618047
15,1018365.9383578675
16,1017302.7202899632
17,1021056.410221125
18,1028584.1531645952
19,1033246.4050401719
20,1037081.7420321114
21,1042314.6994840899
22,1039350.1305800143
23,1030224.0071932158
24,1024118.772275096
25,1022209.6642433713
26,1027348.5433078305
27,1024416.0026953657
28,1025662.5796934159
29,1031984.8445475787
