,0
0,1076160.769341733
1,1086858.5388207324
2,1087581.604436266
3,1093034.7456445592
4,1102953.59404876
5,1110248.1544149248
6,1103544.2839883398
7,1092300.5844438334
8,1098392.5695236647
9,1096688.9975275612
10,1079879.7414159535
11,1087012.595464762
12,1084882.176200895
13,1076934.9307819707
14,1082493.5776256605
15,1068777.179945638
16,1069251.125379691
17,1076397.1959489514
18,1049810.6355815018
19,1038319.3954519868
20,1037641.4855451803
21,1028268.1142518952
22,1029385.3778370753
23,1039919.6429997524
24,1038080.4237386335
25,1040844.546234828
26,1037470.967702315
27,1035859.6991094323
28,1033547.9923378478
29,1031408.9006511857
