,0
0,1158078.8087820676
1,1155317.5799865385
2,1154200.475115426
3,1156848.067161392
4,1152751.706714464
5,1148804.9593197948
6,1153067.759788481
7,1155114.5235484769
8,1148845.2769632593
9,1148746.6929411185
10,1158548.7746547244
11,1156652.364417786
12,1168306.0556469427
13,1174033.5994317953
14,1174168.3227259722
15,1174625.160500735
16,1162731.6348876974
17,1173810.526433102
18,1161240.791988943
19,1160371.023309905
20,1158555.6587924305
21,1162581.7255318663
22,1151524.6746283555
23,1152673.2037181077
24,1153030.0163541182
25,1157022.8945480653
26,1166735.256927951
27,1169530.8519787947
28,1175938.7975992525
29,1173937.3924970757
