,0
0,1000000.0
1,1000113.0625962088
2,1000212.9063935752
3,1000952.5986443858
4,1000713.32144191
5,1000717.6710858367
6,1000695.4493547975
7,1000789.0733793834
8,1001045.2758529101
9,1000776.933485979
10,1000453.5787041489
11,1001325.4007175316
12,1000220.1340316858
13,997353.843008676
14,1000350.0673949851
15,998493.0667878379
16,998400.6886157296
17,996654.7209026422
18,997247.8367998151
19,993033.7097708749
20,993154.8829648208
21,996378.8722431897
22,1000857.4746549439
23,998068.1856112159
24,996740.5414191701
25,998391.5876621709
26,999802.194823892
27,1003467.9419831483
28,1003465.2005605276
29,1001552.7011211135
