,0
0,5818.645223368658
1,-3410.426286431728
2,-1391.5775121223414
3,-3146.9203510694206
4,4564.952608345309
5,-3995.703899014392
6,-2810.8958466077456
7,-2712.918879579287
8,4545.396404563333
9,-337.3294523260556
10,6870.542321659974
11,5095.207545713056
12,411.38499466259964
13,1391.8506110419985
14,2174.5477907396853
15,-109.91219132929109
16,4888.333662119927
17,1639.4309564734576
18,3727.3909764095442
19,-1897.7185374670662
20,1108.1611936478876
21,-5285.291928810184
22,-10029.177129203454
23,-6897.43975188199
24,-2661.8948816704797
25,1315.234825222753
26,-22.095707642263733
27,-4353.846801445936
28,5625.881265833275
