,0
0,1031408.9006511857
1,1022586.8067750231
2,1016861.8214219426
3,1022275.7407655268
4,1009350.1561198657
5,997969.1091678949
6,1003977.7943174097
7,1027132.1983128374
8,1032301.8356028214
9,1072152.1848558243
10,1074518.5929707885
11,1057434.7183751708
12,1058707.2923745255
13,1059646.9858603794
14,1051165.0520362202
15,1057519.2136073182
16,1046897.929999874
17,1053672.5531872504
18,1046672.8728816407
19,1049483.2173549645
20,1051776.1047635719
21,1045133.8241566638
22,1049707.90070262
23,1036775.8266227439
24,1023959.5040346964
25,1026502.5825348085
26,1031959.2338678859
27,1038671.1986725385
28,1033081.2875435308
29,1036337.360139488
