,0
0,-227.119802121073
1,477.4345547974808
2,-2088.004527946585
3,516.8162385539617
4,-224.340714407037
5,-4360.285289544379
6,751.1273988942849
7,-3833.0590463026892
8,254.6938449407462
9,6801.947626907495
10,-4417.172926755738
11,3004.6708237826824
12,1936.05729618622
13,5189.672224036651
14,2285.126963477931
15,-420.86835208919365
16,3135.7521478449926
17,3049.3590414819773
18,2575.4580895829713
19,-6178.151031752001
20,4011.7194431531243
21,553.6852524396963
22,8779.545936220675
23,8820.31906701834
24,-4768.313225259655
25,476.78180284658447
26,7055.8911402046215
27,606.2433753719088
28,5048.338907075115
29,1423.0131243159994
30,6170.524534106022
31,-10544.175466205925
32,8298.843979645753
33,-1515.701098078047
34,-16290.776700551272
35,-8560.403283279156
36,-18704.203438895056
37,-1618.2070886015426
38,-14856.29641134548
39,-2949.425028400263
40,9436.398000724614
41,7152.1194974934915
42,984.3593554162653
43,-17737.420506084338
44,-3425.723210940603
45,7247.697729863692
46,17362.239942173008
47,11141.822565661394
48,-12210.26281936036
49,-5308.563689703587
50,15937.696485636057
51,32475.79851838341
52,2632.987145022955
53,10329.968568803975
54,-16724.353840540047
55,3944.3472554783802
56,6416.798374716309
57,-18088.43899251637
58,-29470.879973294097
59,224.10394896182697
60,11038.751686129137
61,8581.671226736391
62,-9336.972143314546
63,-43779.020249520196
64,2582.830298117362
65,3465.92679209006
66,16429.175690322183
67,28855.904968155548
68,-5966.122675708844
69,763.093098718673
70,-27792.441735006287
71,-26692.437259767437
72,194.56325947365258
73,1965.3344461976085
74,17706.88231682591
75,29899.17082721519
76,16415.3023645801
77,-8727.466371154878
78,-26475.456135818502
79,28527.022146709496
80,-24676.318060548627
81,10979.996841630898
82,54673.707277328474
83,18036.284830440534
84,30374.43136196118
85,-798.3076696353965
86,23308.604412728688
87,-8535.126922566677
88,17062.766780978534
89,-28647.551219420275
90,6373.899720216868
91,-5780.479141791351
92,2878.764057806926
93,30923.073797945864
94,7837.137896009488
95,10330.062305965694
96,16563.489982483443
97,-6723.049887394765
98,12029.398395224707
99,32093.816552617354
100,52248.83267734246
101,2219.6721800242085
102,29997.66271897033
103,-64250.87163901492
104,46876.15183349815
105,-53307.779317679815
106,-24558.597006478347
107,25321.12521413481
108,-3081.8411279583815
109,17845.996856058948
110,-43135.37848117878
111,-73344.97394634341
112,4019.8159719575197
113,7948.219158076914
114,-11107.235220637638
115,2365.062746706186
116,-52067.55640905001
117,10239.03878970514
118,8715.763659165008
119,19454.048488391796
120,8313.982976709958
121,-17328.74849397666
122,-26919.10481213266
123,18141.87829636433
124,-41033.17511110683
125,-11597.407517816871
126,-21037.394338688115
127,-18880.43147904193
128,3346.162739931955
129,-15130.799896171899
130,17276.48087489931
131,8154.459692755365
132,41056.01390542777
133,6833.515944960993
134,6506.506033516722
135,30702.686858745525
136,-8235.839723021025
137,9000.59089805279
138,16097.355941727525
139,10852.282358543715
140,11802.181305438047
141,-24504.858431698987
142,-38493.824055369245
143,20428.112847658107
144,39254.731022445485
145,33130.879552399274
146,26111.28823248204
147,11244.302541256417
148,-16151.70158384135
149,3806.0360886561684
150,-18574.766573243774
151,-11191.055619163672
152,23261.469583715778
153,40318.65386009496
154,-34691.47539472394
155,-68998.10821257089
156,2800.8656686702743
157,-8205.662378709298
158,12640.179280628916
159,26401.413214291213
160,-3534.9807498143055
161,12491.230766687542
162,1520.7250150453765
163,-2442.9928989498876
164,35448.07243892783
165,693.235278375214
166,1980.9926990421955
167,38901.19883404276
168,60583.54946004716
169,15804.870131850475
170,22840.310724000912
171,-6294.796013413928
172,34907.506237391615
173,9420.58725752309
174,-20347.677901537856
175,47422.47797095962
176,44228.31084243185
177,-19585.441692390712
178,-24731.028628047323
179,-18603.035662919516
180,35707.93847828009
181,-33731.18738689902
182,-63131.66852131998
183,-24012.39285443211
184,21190.01864879718
185,-722.6851689754985
186,43796.561259680195
187,-40593.79157740809
188,-22344.200949508464
189,54538.25855632359
190,70404.05931292148
191,19178.812184575712
192,31205.622843086952
193,-8054.23954617884
194,6656.188789715292
195,519.2484591468237
196,21695.182117866352
197,-47634.61776315258
198,4644.640907138586
199,30908.442383195506
200,-28582.30424165516
201,11239.815396890044
202,681.1333985950332
203,2253.08017409849
204,-61843.99418101972
205,-49022.34059317177
206,-62465.91780597041
207,63822.30515385512
208,-44817.83802451915
209,8132.826453105779
210,76379.37246146402
211,18181.583432201063
212,8222.800579710398
213,-3223.6901189645287
214,33910.64488526061
215,-26987.633121597813
216,27109.450460197637
217,-43117.57342506386
218,26517.72129908367
219,93806.32443890953
220,11234.124404430622
221,7220.786103167804
222,-8640.798196217977
223,-5772.31126610795
224,13591.26930002193
225,-4890.398935065605
226,32895.59446621942
227,-70042.39872763422
228,19266.170297964243
229,73162.60032498208
230,14155.29814718198
231,-31966.393115488347
232,-43085.41302503389
233,-37484.7097336771
234,-61587.565398140345
235,-13128.453022665111
236,-1510.9437238781247
237,-21426.396196884103
238,22842.02407110925
239,122.77081730077043
240,26666.933620762546
241,-66060.08323134226
242,15098.23046007636
243,-22505.406208747532
244,1145.0303464452736
245,17020.12241945509
246,37952.05710841343
247,979.6391589159612
248,-38791.48671512585
249,-25359.66804206837
250,214.17895209160633
251,73337.94213868422
252,27781.984032880282
253,35929.65913954144
254,570.380970288068
255,28198.91972231865
256,6630.14893426979
257,-39946.030977678485
258,40074.854198224144
259,4581.272207821952
260,-31795.640470198123
261,43039.30004191166
262,-94777.84041700698
263,-62824.90924160648
264,-40842.16780760465
265,6921.155098507414
266,-41279.91530108149
267,-14139.334396766266
268,-35233.87007316109
269,-7774.2319188814145
270,49972.006733127404
271,6286.384503468173
272,-28823.05997003615
273,-111193.68054002547
274,-12686.349797413917
275,-18864.95571337384
276,45283.3077347544
277,-15813.417011712445
278,40389.32842969545
279,-12067.435432713479
280,57540.68081532838
281,-5961.8634329664055
282,16396.171601732727
283,6138.179964648094
284,-8857.718494064175
285,-37889.733362926636
286,8820.269769609906
287,12295.119041866623
288,33270.05333067011
289,5307.242417515488
290,44218.461911096005
291,25312.303239705274
292,-6728.860549011035
293,29670.328154622577
294,-9755.404253128683
295,8973.792958040023
296,-24501.19216296589
297,15181.268262702506
298,-4724.022424222436
299,-6454.549607546302
300,35546.47136718035
301,6851.101751937298
302,-4759.722625700524
303,-46261.94784481684
304,-3039.154806172708
305,15525.729803431313
306,-41989.27855910454
307,-4232.761954705697
308,26768.373530552024
309,44904.71165377647
310,-3767.1351600643247
311,13482.967558856588
312,46980.54944090522
313,22521.44337693602
314,-9963.436134164687
315,10399.992195632542
316,-4414.8325144439
317,31365.102580991574
318,-20159.0531973897
319,3934.70073478017
320,26294.881103394087
321,-731.2984988628887
322,-73551.78577940539
323,-4568.228938466404
324,13886.126728090458
325,23039.52022163244
326,-6828.752558831824
327,25411.17668551812
328,2891.895552442409
329,-27727.942985807545
330,-6509.6552622143645
331,44663.61163118202
332,4412.741375285201
333,15859.068635723088
334,-100022.92092988733
335,-51273.22705419781
336,-444.68418704275973
337,55430.6067522394
338,39877.08256345801
339,72131.8268811244
340,23726.074272336904
341,-17708.729693413014
342,-21300.05469727423
343,-42314.83979705651
344,-4625.381451841211
345,-72006.94621540094
346,-66793.24905994837
347,4843.478334317915
348,18783.737002687063
349,-10062.01019892795
350,20073.565986873815
351,58266.46618005657
352,-16200.512578399619
353,-4746.199437637813
354,8553.320148721803
355,-33172.85369634
356,-69696.38333005877
357,57713.12545011775
358,13423.623910246184
359,-14838.419050847413
360,27358.127854509745
361,1513.3732746357564
362,4019.1717935577035
363,43277.96567561873
364,-12279.348379246192
365,22879.676635291893
366,38392.62086559343
367,-39661.36474237102
368,-242.06981012295
369,-23447.3495591369
370,-2850.1417764567304
371,40654.426081866026
372,-27823.045753234765
373,-46682.32751403027
374,4020.5892924035434
375,-70201.1253324803
376,3899.768249091925
377,1623.3359452118166
378,25793.3870348786
379,4061.8950972796883
380,19038.466750790132
381,-17646.866734765004
382,29038.743624014314
383,9301.141391944839
384,-6162.554951948579
385,-52707.45500019542
386,-15744.957028383156
387,15895.736152522266
388,-10478.687322871527
389,52505.75467106025
390,3866.2269298299216
391,11767.38140882575
392,-43189.5075071624
393,-14505.659427874023
394,5107.8183010444045
395,31163.000040285056
396,46283.338344597025
397,356.21056256769225
398,-6290.559226802317
399,2593.196966746822
400,8518.653147707926
401,-9385.509705682052
402,-3065.358695897972
403,-59355.051085383864
404,15434.083407601342
405,2001.5703559238464
406,27005.846798826475
407,16434.388762581162
408,-8563.092116357526
409,-16206.253476614831
410,-31900.19914390333
411,-2771.9338218404446
412,22252.42561828089
413,47267.0913095884
414,2027.5608022699598
415,19586.37542234524
416,-16050.271692225942
417,29369.11663824157
418,20956.712484362768
419,30924.285856473725
420,20603.56322454149
421,-11966.008131276583
422,15454.45903274999
423,-15808.760856261477
424,13097.766311421525
425,24055.750818628352
426,48825.18323340104
427,10066.428057081066
428,16606.051385793136
429,-9485.085867729504
430,9224.44051322015
431,27974.510956433835
432,10228.525282250717
433,-6833.505524049979
434,42978.20090716053
435,-2288.5157816577703
436,31623.676465023542
437,13015.876214121934
438,-7410.6262248996645
439,38727.13052396034
440,-15259.763150968356
441,98267.33446160378
442,35112.22120982502
443,-75950.54064856097
444,78037.66187172662
445,6102.586429922143
446,5330.498457594542
447,78279.86108524585
448,60046.95801711688
449,-35373.622161922045
450,28619.445784482872
451,-141339.32234674832
452,61228.32808160107
453,-81759.22731274506
454,15542.269300696906
455,39047.980147049995
456,23033.367670608917
457,-31548.971454789396
