,0
0,-2241.280074281851
1,5041.053321170621
2,-7194.1893177384045
3,13368.632484343136
4,6079.426623429405
5,-2524.5280976328067
6,6793.2357386345975
7,1316.5073551342357
8,-976.9262964560185
9,1626.7894214410335
10,3518.657136345748
11,1843.7808150185738
12,3342.3137496374547
13,5761.50882734498
14,6613.170316589996
15,-2595.178789990954
16,1865.4805998373777
17,322.39375122031197
18,-2357.2648685516324
19,-240.45409360108897
20,1456.554179152241
21,10671.726443865802
22,-390.68001317512244
23,4569.160907438258
24,-6246.090524896979
25,6843.371102718869
26,-5369.565068778349
27,-8536.338770991191
28,1459.9535877523012
