,0
0,9448.85090646916
1,3797.740968710743
2,4083.957466007676
3,3445.8501648532692
4,-4556.700571730966
5,5085.210294889985
6,-8625.565222103149
7,3054.745947172167
8,-593.9900954137556
9,-12.377342547290027
10,1472.559503923636
11,-2220.9747839018237
12,-466.4454105612822
13,3083.7855348216835
14,-5253.732119109714
15,-459.7511142070871
16,-20592.10831252439
17,3326.6491110080387
18,8773.946484562475
19,-3050.75722533348
20,5780.545606022701
21,-13777.632360893534
22,-238.20073242881335
23,2282.9392880224623
24,11464.706399134826
25,-1799.925997843733
26,3055.963194899028
27,1193.8224806895014
28,3709.619437743444
