,0
0,224.04281207418535
1,-125.45531943964306
2,377.45506332966033
3,466.2795346673811
4,559.0608516507782
5,-625.6410277144751
6,278.06605603080243
7,-195.50102897023316
8,-2151.859079437563
9,418.47934802481905
10,2512.3719222400105
11,-2889.807050134754
12,-2189.2044389419025
13,4698.991867789766
14,-3760.5290881900582
15,-3981.983689979883
16,-1435.728709448129
17,-441.25506248441525
18,-7280.003407193231
19,-160.52982874109875
20,4410.132224397734
21,7842.849428665475
22,-6486.927875741967
23,1161.6280625475338
24,3037.4354583632667
25,2758.515821377281
26,5192.770811258
27,-710.3554232871393
28,-7243.509372336906
