,0
0,143.60505637107417
1,-71.20223862980492
2,135.35908800468314
3,224.70915833802428
4,-238.49461130984128
5,-264.13204516249243
6,267.0211003916338
7,128.8786178912269
8,-522.0695459030103
9,-221.09255699964706
10,1120.1276131628547
11,-1650.9129521803698
12,-1338.5958248365205
13,3161.3399196832906
14,-1535.0801082216203
15,-1293.5821200036444
16,-321.90663173189387
17,-147.38081272889394
18,-1399.2487551405793
19,-1312.5283488361165
20,795.4051845360082
21,1671.5719356590416
22,-1504.09247571195
23,29.406033356906846
24,503.6396958172554
25,679.5516730960226
26,1424.9698110922473
27,49.87375937658362
28,-1802.5987223649863
