,0
0,10250.650934750098
1,4162.8985791261075
2,1752.6158924293704
3,-8406.911747412989
4,-6371.220368898008
5,-4061.0977566997753
6,5990.534241815447
7,-4483.988078574883
8,7602.834063966409
9,13331.995083388058
10,11558.034141595941
11,9016.739217996132
12,-2736.4781928837765
13,1942.7651956654154
14,1354.2770719162654
15,16609.088980392553
16,-1087.730610618135
17,-2884.5167969001923
18,-1300.385967573151
19,-3644.1179714102764
20,4126.698939833092
21,5257.5991506516
22,-639.9086066577584
23,584.102110118838
24,-5695.206012727926
25,-10231.06415821705
26,-4341.813310227124
27,1171.9223903883249
28,968.518461818574
