,0
0,1158503.7306930209
1,1165939.428539168
2,1171481.5936730567
3,1171652.2670247168
4,1172343.8279689047
5,1174267.0564471667
6,1176793.7359527347
7,1176773.248097428
8,1174381.6904713796
9,1176290.969008134
10,1176718.3852974358
11,1169286.649547305
12,1170467.8490419062
13,1167959.325002257
14,1166706.5996839367
15,1168738.2840668762
16,1171137.3003309553
17,1173488.9564162805
18,1164837.8064821505
19,1166126.353303105
20,1169583.3801246674
21,1170854.814670464
22,1170187.6398934934
23,1171569.5385313188
24,1172774.590273052
25,1171383.2244346945
26,1170160.5076719811
27,1171730.02633454
28,1175869.4298534254
29,1180696.878560181
