,0
0,1024746.1874659477
1,1037350.529845588
2,1041513.4284247141
3,1043266.0443171435
4,1034859.1325697305
5,1028487.9122008325
6,1024426.8144441327
7,1030417.3486859482
8,1025933.3606073733
9,1033536.1946713397
10,1046868.1897547278
11,1058426.2238963237
12,1067442.9631143198
13,1064706.484921436
14,1066649.2501171015
15,1068003.5271890177
16,1084612.6161694103
17,1083524.8855587922
18,1080640.368761892
19,1079339.9827943188
20,1075695.8648229085
21,1079822.5637627416
22,1085080.1629133932
23,1084440.2543067355
24,1085024.3564168543
25,1079329.1504041264
26,1069098.0862459093
27,1064756.2729356822
28,1065928.1953260705
29,1066896.713787889
