,0
0,1066896.713787889
1,1065993.0737984828
2,1066440.722226203
3,1059645.1719131314
4,1053730.3921399536
5,1060343.634640438
6,1058910.0943484004
7,1051264.6259738007
8,1044085.1585705464
9,1049774.0738062898
10,1048025.1604243126
11,1053094.999976076
12,1058532.7490371917
13,1060632.9305161221
14,1060878.7597599495
15,1060905.4286256381
16,1060734.9947857647
17,1064089.5954821138
18,1071704.8377862205
19,1076370.7501798153
20,1080514.9527695896
21,1087389.5648251988
22,1083409.261129834
23,1072167.9301594256
24,1063671.8026999726
25,1060381.6500558448
26,1066341.8152492696
27,1064116.103335554
28,1064687.1402283965
29,1075557.5778755902
