,0
0,996341.4968780293
1,994148.0528746918
2,994176.8469194438
3,990614.661168808
4,991925.9717386689
5,990108.5116657638
6,988756.6858180726
7,985120.0461487819
8,983855.8088179061
9,984367.4698478305
10,985523.5531404322
11,985182.6599455795
12,980641.3429044064
13,983470.0836615209
14,980576.5247173146
15,980823.9429592728
16,984752.9145493702
17,983220.9071262088
18,986604.7556324498
19,985135.6443373384
20,985514.2236530144
21,991365.4041482708
22,990191.6536584848
23,985537.4501745509
24,989009.5274012025
25,990692.125440977
26,988072.6969109094
27,984622.9171884077
28,981688.6178495046
29,983837.7071794678
