,0
0,1111831.9579534312
1,1112345.0528534537
2,1110587.3616711523
3,1113480.9546056879
4,1110287.8376544686
5,1106923.8071600862
6,1110122.19243462
7,1109983.476224505
8,1105577.5355419458
9,1106679.6190772017
10,1113317.7601342776
11,1110139.4190350277
12,1110507.6725607475
13,1113433.6371829098
14,1114129.000976393
15,1119697.9158041184
16,1114229.3042276253
17,1115964.501989627
18,1109138.284545883
19,1110729.754323112
20,1110798.9285334854
21,1109660.0943243827
22,1101916.9007582972
23,1104592.2935195062
24,1108911.7151243244
25,1115136.2780346004
26,1127147.756134955
27,1129392.9926047628
28,1136576.73646905
29,1133009.085603356
