,0
0,1075557.5778755902
1,1079483.3407200938
2,1091990.2986515835
3,1056159.9837655136
4,1046353.3489703767
5,1063362.0543663944
6,1077967.7231015125
7,1088852.3238176515
8,1094207.9347538417
9,1084053.4131347162
10,1081697.7110263316
11,1081133.5282301093
12,1093762.8058292791
13,1101429.0605442366
14,1108439.3798384336
15,1108184.719064661
16,1116251.0375236329
17,1113769.4587836794
18,1118472.0675269256
19,1113519.9095415324
20,1118511.439988818
21,1116767.559499695
22,1120499.244040729
23,1115913.9222928288
24,1121265.8458386816
25,1123873.6499979193
26,1122468.8500939356
27,1126829.0500088683
28,1125754.0792211832
29,1118994.7498610588
