,0
0,1173937.3924970757
1,1186072.7742417248
2,1189870.5152104355
3,1193954.4726764432
4,1197400.3228412964
5,1192843.6222695655
6,1197928.8325644555
7,1189303.2673423523
8,1192358.0132895245
9,1191764.0231941107
10,1191751.6458515634
11,1193224.205355487
12,1191003.2305715852
13,1190536.785161024
14,1193620.5706958456
15,1188366.838576736
16,1187907.0874625288
17,1167314.9791500045
18,1170641.6282610125
19,1179415.574745575
20,1176364.8175202415
21,1182145.3631262642
22,1168367.7307653707
23,1168129.5300329418
24,1170412.4693209643
25,1181877.1757200991
26,1180077.2497222554
27,1183133.2129171544
28,1184327.035397844
29,1188036.6548355874
