,0
0,1019738.6307899053
1,1026086.917737507
2,1031714.1087203679
3,1029639.2303884954
4,1027237.2329021546
5,1023573.1391687492
6,1016327.9297844836
7,1021637.966892915
8,1015407.0637417422
9,1021267.6867574716
10,1025065.3073617234
11,1031404.6419374377
12,1040932.3819278975
13,1039176.2183974448
14,1038593.7977508117
15,1040559.2657480884
16,1045990.0998736469
17,1042063.4199690399
18,1038462.8114312247
19,1037567.4060403386
20,1033684.4922743894
21,1036315.8881470958
22,1040096.446372277
23,1034234.1708894224
24,1030878.7994502109
25,1029628.2780286623
26,1018589.6097337
27,1014205.9194222193
28,1016067.1699323903
29,1014172.4414533827
