,0
0,1056827.299934357
1,1058935.2951952515
2,1064437.265710974
3,1061941.170267547
4,1072864.1681503083
5,1076813.754013857
6,1077215.8252373892
7,1082758.6738030287
8,1076956.6941572516
9,1079269.5505296781
10,1078607.3342555817
11,1079575.9622325338
12,1080794.227292818
13,1082721.570757578
14,1082942.2643791263
15,1080645.4572940404
16,1076860.9884730235
17,1081977.6477303891
18,1081207.6968693128
19,1080987.5722449485
20,1078874.3176495957
21,1076054.5021994552
22,1073425.2983489304
23,1072366.509496841
24,1076298.2998749772
25,1076412.948659815
26,1078507.2600976173
27,1068563.1385122756
28,1063287.67765842
29,1070956.4824471176
