,0
0,1133009.085603356
1,1141744.0112379747
2,1141363.103786739
3,1141654.1400896623
4,1144367.8445680586
5,1142656.7801707617
6,1147159.7871012858
7,1143582.1356882525
8,1142640.7893208533
9,1144253.6219732552
10,1149291.4391384993
11,1148854.868971566
12,1146523.3256985545
13,1147628.789409761
14,1150799.745130845
15,1151235.4770386016
16,1145879.1488048718
17,1130247.604162847
18,1130785.7729478383
19,1138653.9406375978
20,1136477.552684128
21,1144655.7448797154
22,1134963.1775629064
23,1137615.9426997094
24,1139907.3418166197
25,1147875.6353778648
26,1149404.2730089382
27,1150923.9680902963
28,1154715.4117969319
29,1152218.269502515
