,0
0,1127422.9860531117
1,1132464.7983341685
2,1137209.2603997749
3,1141138.5076151271
4,1158451.8597754706
5,1165817.8979749351
6,1156697.334473802
7,1145010.0746257673
8,1149503.9432619615
9,1151759.2214011087
10,1137993.4757628972
11,1144298.2779793034
12,1139585.3323798217
13,1123200.3750302533
14,1128170.7950771963
15,1115409.2563879231
16,1116360.1086286472
17,1124676.359537454
18,1101000.661364678
19,1094292.3365188453
20,1092196.8311581356
21,1085224.6985779717
22,1085777.9122347373
23,1097164.4719975027
24,1096724.7847506893
25,1097639.055909973
26,1095020.9831834706
27,1094222.737729231
28,1093504.344033807
29,1089963.8485039906
