,0
0,-5368.454183303635
1,-1591.9084690689342
2,-12539.970630846685
3,1922.3992176380707
4,-8549.39410482219
5,-9925.502465974423
6,-8165.50672979292
7,-1359.7134357936447
8,378.5074377619894
9,-2236.31862929021
10,3986.407060442958
11,-19383.604041168
12,10195.12930244836
13,-12535.55692465126
14,2810.5137502516154
15,13715.105672010337
16,-4342.603329939302
17,9093.82667971414
18,-5682.357930189348
19,-523.2088678319706
20,16178.684474722482
21,-2654.535163601511
22,-14968.62920028856
23,11809.022236792021
24,6920.288558616652
25,-2948.8477724423865
26,-6231.348066566628
27,-7480.204701427836
28,4735.929087195429
