,0
0,1152218.269502515
1,1153772.9243874361
2,1157029.3294466604
3,1158966.9344708538
4,1150910.18607116
5,1154231.3630749383
6,1158938.6186505875
7,1156481.4230184273
8,1165844.6875082578
9,1165568.8142291787
10,1161679.166991982
11,1162253.2346391508
12,1166000.1908803433
13,1170269.166066633
14,1170994.140870204
15,1167359.143545279
16,1167490.838348653
17,1164141.0042809083
18,1155322.4547203837
19,1153336.7062645515
20,1152872.9066135327
21,1152249.1942925786
22,1158403.9214137234
23,1160252.835874436
24,1168056.5778124747
25,1167180.2614193694
26,1172313.232429252
27,1169249.5457383795
28,1170226.232558175
29,1177052.585603663
