,0
0,-338.50760567816906
1,-516.8987506476697
2,1233.3005635265727
3,-2370.92822179012
4,-1967.4510690381285
5,2681.65092999395
6,1956.474334206665
7,-5037.119968510466
8,1077.755916933762
9,5904.485482778633
10,-3453.5690685869195
11,4163.792999968864
12,3066.898587534437
13,1187.6139357341453
14,1709.371032649884
15,-6891.854973206762
16,6613.521449953318
17,-8864.660890779458
18,682.6666025517043
19,-3384.7843112950213
20,1362.479517787695
21,-7122.071141709574
22,189.01739066210575
23,2489.754144907929
24,2678.912406412186
25,9262.296615221305
26,603.0102763066534
27,6189.685044805519
28,-793.391926550772
