,0
0,6364.586352013866
1,3396.576212247135
2,-457.26052397617605
3,-1567.425695505808
4,-1903.3371004620567
5,-5401.990436077933
6,4788.370865033008
7,-3956.496415941743
8,3906.972674502991
9,1080.113302538637
10,4620.637204162893
11,6162.872641592403
12,-1135.8027007498313
13,878.8832531082444
14,2333.485990078654
15,3582.5038680388825
16,-2036.6021806361387
17,-3042.605299278861
18,-166.4550938217435
19,-2623.0708769857883
20,1509.5088803672697
21,2583.198889018153
22,-3870.6623772775056
23,-2149.0272368361475
24,1648.2298581465147
25,-5412.809199058451
26,-3787.5015198667534
27,1335.1602376359515
28,-43.19925706984941
