,0
0,1572.604619644815
1,7858.869699858595
2,2550.982142152032
3,6274.211623693351
4,438.232845059596
5,5347.50227238494
6,-1779.5291920271702
7,5635.693340135738
8,-3717.418845238164
9,-1161.993070321856
10,5555.810306374915
11,-5329.942303859629
12,-2266.3926265542395
13,1968.4247558820061
14,-5331.062661551172
15,-701.1528509142809
16,-3231.3040223363787
17,4988.205765787978
18,-1710.246951226145
19,-3956.56037062034
20,3668.3452767429408
21,9602.240588212619
22,15160.797257306986
23,-1630.7887693215162
24,-1307.4497472052462
25,-24982.089510986116
26,9531.333305148873
27,-17948.007644346682
28,3236.6635322677903
