,0
0,5.670962650561705
1,314.4741646081675
2,111.28293253481388
3,363.5051158517599
4,-33.665887533221394
5,831.3591636266792
6,116.0114257230889
7,525.3841515217209
8,-511.7711399443215
9,-333.4854933078168
10,596.027929554577
11,-585.5367955650436
12,-739.6453250652412
13,262.962491492508
14,-693.7077222227817
15,-79.10067222756334
16,-740.7704438017681
17,1224.6563182058744
18,-327.9912365160417
19,-620.0476083209505
20,713.3921160059981
21,2121.0075189777417
22,2470.2876097017433
23,-259.84089012804907
24,-292.2820825171657
25,-5865.603417023667
26,2199.0311627364717
27,-5042.343503179727
28,810.3500616311794
