,0
0,970164.2589647345
1,972209.9060269087
2,977941.8481595098
3,983931.7352449598
4,982267.9089247219
5,982349.8678776391
6,987229.4683865964
7,981561.2974043433
8,981659.9000276588
9,984502.2091759335
10,981816.0935411409
11,982219.9432882918
12,989719.01132338
13,992951.1195717925
14,996486.1720874328
15,1001021.1767552437
16,1000313.0334730131
17,995666.8554384579
18,996559.786663778
19,997297.5558181844
20,1004717.9812315885
21,1003439.651594736
22,999387.1266796911
23,1006664.6963731993
24,1012910.2249874404
25,1014587.2199766274
26,1013883.8545662224
27,1012791.0004716258
28,1008799.5510113133
29,1008111.6387852377
