,0
0,1118994.7498610588
1,1120659.6119086123
2,1128518.481608471
3,1131069.463750623
4,1137343.6753743163
5,1137781.9082193759
6,1143129.4104917608
7,1141349.8812997336
8,1146985.5746398694
9,1143268.1557946312
10,1142106.1627243094
11,1147661.9730306843
12,1142332.0307268247
13,1140065.6381002704
14,1142034.0628561524
15,1136703.0001946012
16,1136001.847343687
17,1132770.5433213506
18,1137758.7490871386
19,1136048.5021359124
20,1132091.941765292
21,1135760.287042035
22,1145362.5276302476
23,1160523.3248875546
24,1158892.536118233
25,1157585.0863710279
26,1132602.9968600417
27,1142134.3301651906
28,1124186.322520844
29,1127422.9860531117
