,0
0,10841.848490574863
1,5542.1651338886
2,170.673351660138
3,691.5609441879205
4,1923.2284782619681
5,2526.6795055679977
6,-20.487855306826532
7,-2391.557626048336
8,1909.2785367544275
9,427.41628930182196
10,-7431.735750130843
11,1181.1994946012273
12,-2508.5240396491718
13,-1252.7253183203284
14,2031.6843829394784
15,2399.0162640791386
16,2351.656085325172
17,-8651.149934130022
18,1288.5468209546525
19,3457.026821562322
20,1271.4345457965974
21,-667.1747769706417
22,1381.8986378253903
23,1205.0517417332157
24,-1391.3658383574802
25,-1222.7167627133895
26,1569.5186625588685
27,4139.403518885374
28,4827.448706755647
