,0
0,1000000.0
1,1000105.4202599239
2,1000015.8799468284
3,1000060.1039448122
4,1000266.1493606567
5,1000121.5590150856
6,999884.3854283429
7,1000159.2527155352
8,1000255.1870267002
9,999359.342840272
10,999539.4160153356
11,1000321.7322759129
12,998913.0187106081
13,997836.171426411
14,1001271.7471905248
15,999339.4659408575
16,997698.6136616119
17,997163.5064568968
18,996593.8182256356
19,994417.9835487868
20,992158.8696394488
21,993706.5045728242
22,998366.4950946525
23,993895.9170726927
24,997237.4912041426
25,999631.9754811781
26,999829.8935389582
27,1001576.8153723506
28,1001799.4089923654
29,996341.4968780293
