,0
0,-133.6671657828847
1,234.66020318493247
2,-274.780055470299
3,1021.2390158263734
4,42.272001318633556
5,-123.0206986743724
6,597.1591905978275
7,899.6652728903573
8,-528.8571341137867
9,1249.5970055389917
10,-115.91338641231414
11,2474.6732773361728
12,-158.22564355190843
13,439.93838190310635
14,2140.2267008149065
15,720.3231510155601
16,-594.1750248073367
17,2089.0579825842287
18,1426.0970877511427
19,1960.9065661584027
20,-169.45296923082788
21,-2664.1231663514627
22,-391.46073181566317
23,4006.361059508752
24,-13805.008440812933
25,3561.04201158823
26,-2607.818748611957
27,-4033.0121034363983
28,-5293.689752155333
