,0
0,-143.85951980110258
1,-105.71705552772619
2,-763.6014291069005
3,53.5459684280213
4,-578.4125916592311
5,-1399.6466934721684
6,-465.57803318614606
7,-234.46653509652242
8,471.02470455225557
9,-1184.8602102564182
10,1086.2212056252174
11,-3661.2243981264764
12,1601.5209869352402
13,-2486.2481172627304
14,323.22457024350297
15,3189.3036379842088
16,-1409.6152960901381
17,2398.1896838385146
18,-1395.6757540984545
19,684.034288662253
20,4646.748356141383
21,-1084.940741622122
22,-3338.782047638204
23,2755.8697289959528
24,1090.5515822967282
25,-2262.997003385448
26,-1659.947182153468
27,-1900.1247928525554
28,1514.9429232568946
